CM004357.2	46665533		
CM004357.2	144134365	gene:Zm00001d026447	Dehydration responsive element binding protein%253B Putative AP2/EREBP transcription factor superfamily protein
CM004352.2	168313736	gene:Zm00001d016588	Glycerophosphodiester phosphodiesterase GDPD2
CM004350.2	226498493	gene:Zm00001d044186	null
CM004357.2	140748924	gene:Zm00001d026265	26S proteasome non-ATPase regulatory subunit 1 homolog B
CM004351.2	246856404		
CM004353.2	119034628		
CM004350.2	62289268	gene:Zm00001d040735	Alkaline/neutral invertase A mitochondrial
CM004357.2	137592281	gene:Zm00001d026127	Patched family protein
CM004351.2	15702901		
CM004352.2	19892728	gene:Zm00001d013778	Lysine--tRNA ligase
CM004355.2	120011990		
CM004351.2	31223211	gene:Zm00001d049489	Plant-specific domain TIGR01570 family protein
CM004355.2	120124744	gene:Zm00001d010548	Receptor-like kinase LIP2
CM004353.2	161263626	gene:Zm00001d038756	Protein LIKE COV 1
CM004352.2	168313739	gene:Zm00001d016588	Glycerophosphodiester phosphodiesterase GDPD2
CM004357.2	68391226	gene:Zm00001d024378	Probable xyloglucan endotransglucosylase/hydrolase protein 21
CM004357.2	140598576	gene:Zm00001d026257	Mannosyl-oligosaccharide 12-alpha-mannosidase MNS1
CM004350.2	232108513	gene:Zm00001d044402	Chlorophyll a-b binding protein 2
CM004354.2	46013945		
CM004353.2	167228700	gene:Zm00001d039071	Cupredoxin superfamily protein
CM004348.2	134137015		
CM004353.2	162803816	gene:Zm00001d038832	Histone deacetylase HDT3
CM004353.2	165907331	gene:Zm00001d038991	Protein MALE DISCOVERER 2
CM004348.2	278834929		
CM004350.2	18839914	gene:Zm00001d039878	null
CM004353.2	161269157		
CM004355.2	120124743	gene:Zm00001d010548	Receptor-like kinase LIP2
CM004350.2	223314163	gene:Zm00001d044060	Plastidic ATP/ADP-transporter
CM004353.2	161264346	gene:Zm00001d038756	Protein LIKE COV 1
CM004357.2	140764338	gene:Zm00001d026267	Protein kinase superfamily protein
CM004350.2	220295135		
CM004356.2	11461315	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004348.2	231816078	gene:Zm00001d032547	Expressed protein%3B  protein
CM004350.2	172577840	gene:Zm00001d042551	Integrin-linked protein kinase family
CM004353.2	154492521	gene:Zm00001d038453	Putative aminotransferase class III superfamily protein
CM004357.2	140748927	gene:Zm00001d026265	26S proteasome non-ATPase regulatory subunit 1 homolog B
CM004350.2	222804879	gene:Zm00001d044045	GDSL esterase/lipase
CM004349.2	180798331	gene:Zm00001d005612	Ras-related protein RABA6a
CM004348.2	231816178	gene:Zm00001d032547	Expressed protein%3B  protein
CM004356.2	145520228	gene:Zm00001d047855	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
CM004357.2	142043152	gene:Zm00001d026337	Starch synthase IIIb-1
CM004353.2	119034708		
CM004357.2	144133863	gene:Zm00001d026447	Dehydration responsive element binding protein%253B Putative AP2/EREBP transcription factor superfamily protein
CM004354.2	171404328	gene:Zm00001d022182	alpha/beta-Hydrolases superfamily protein
CM004349.2	181243136	gene:Zm00001d005624	Delta(8)-fatty-acid desaturase 2
CM004349.2	242350628	gene:Zm00001d007845	Formin-like protein 18
CM004352.2	219668870	gene:Zm00001d018443	Ankyrin repeat family protein
CM004350.2	224345554	gene:Zm00001d044106	UDP-glycosyltransferase 73B3
CM004355.2	50821423	gene:Zm00001d009276	null
CM004353.2	161230880	gene:Zm00001d038754	ER lumen protein retaining receptor
CM004348.2	52402778	gene:Zm00001d028926	Alkaline/neutral invertase A mitochondrial
CM004354.2	108690371	gene:Zm00001d020381	Annexin D5
CM004357.2	7734199	gene:Zm00001d023513	exocyst subunit exo70 family protein C1
CM004348.2	21146090	gene:Zm00001d028019	Serine carboxypeptidase-like 40
CM004352.2	219669095	gene:Zm00001d018443	Ankyrin repeat family protein
CM004348.2	65107221	gene:Zm00001d029285	pyruvate dehydrogenase (lipoamide) kinase1
CM004357.2	137592036	gene:Zm00001d026127	Patched family protein
CM004357.2	138242931	gene:Zm00001d026153	SPT2 chromatin protein
CM004350.2	26299668		
CM004350.2	232108570	gene:Zm00001d044402	Chlorophyll a-b binding protein 2
CM004348.2	68777851	gene:Zm00001d029386	alpha/beta-Hydrolases superfamily protein
CM004351.2	3665014	gene:Zm00001d048769	Sterile alpha motif (SAM) domain-containing protein
CM004357.2	140468614	gene:Zm00001d026252	Probable WRKY transcription factor 11
CM004357.2	141357986	gene:Zm00001d026293	Gamma-aminobutyrate transaminase POP2 mitochondrial
CM004349.2	6898461	gene:Zm00001d002163	Diacylglycerol kinase 5
CM004350.2	34171261	gene:Zm00001d040243	Sugar transporter ERD6-like 3
CM004349.2	163059367	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004357.2	141357974	gene:Zm00001d026293	Gamma-aminobutyrate transaminase POP2 mitochondrial
CM004356.2	11460901	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004348.2	52399028	gene:Zm00001d028926	Alkaline/neutral invertase A mitochondrial
CM004351.2	172005024	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004352.2	188661867	gene:Zm00001d017252	E3 ubiquitin-protein ligase PRT1
CM004354.2	180428280	gene:Zm00001d022621	Beta-galactosidase 11
CM004352.2	182731994	gene:Zm00001d017053	Calcineurin-like metallo-phosphoesterase superfamily protein
CM004357.2	133839634	gene:Zm00001d025963	Sphingoid long-chain bases kinase 1
CM004355.2	154951296	gene:Zm00001d045447	RNA 2'-phosphotransferase Tpt1 / KptA family
CM004349.2	240090720	gene:Zm00001d007802	Protein WVD2-like 3
CM004356.2	145520924	gene:Zm00001d047855	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
CM004348.2	231815687	gene:Zm00001d032547	Expressed protein%3B  protein
CM004350.2	224980221	gene:Zm00001d044136	Glycerol-3-phosphate acyltransferase 1
CM004355.2	22323036		
CM004351.2	3719165	gene:Zm00001d048774	Putative polyol transporter 1
CM004352.2	216640809	gene:Zm00001d018303	Phosphoinositide phosphatase SAC2
CM004352.2	92994129	gene:Zm00001d015484	Metal-dependent phosphohydrolase
CM004352.2	19891584	gene:Zm00001d013778	Lysine--tRNA ligase
CM004350.2	219838929	gene:Zm00001d043962	GBF-interacting protein 1
CM004352.2	188661865	gene:Zm00001d017252	E3 ubiquitin-protein ligase PRT1
CM004357.2	141358851	gene:Zm00001d026293	Gamma-aminobutyrate transaminase POP2 mitochondrial
CM004353.2	162091868	gene:Zm00001d038804	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
CM004351.2	15702843		
CM004349.2	185690432	gene:Zm00001d005735	Protein kinase superfamily protein
CM004350.2	221565013		
CM004352.2	214085221	gene:Zm00001d018162	Cytochrome b6-f complex subunit 4
CM004356.2	145520936	gene:Zm00001d047855	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
CM004353.2	120936216		
CM004357.2	140603326	gene:Zm00001d026257	Mannosyl-oligosaccharide 12-alpha-mannosidase MNS1
CM004357.2	140487277	gene:Zm00001d026253	Calcium-transporting ATPase 9 plasma membrane-type
CM004356.2	6099087	gene:Zm00001d044863	null
CM004353.2	73579551		
CM004353.2	60179453		
CM004357.2	138241430	gene:Zm00001d026153	SPT2 chromatin protein
CM004356.2	11460898	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004356.2	11465833	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004352.2	19920578		
CM004357.2	135772718	gene:Zm00001d026047	PLATZ transcription factor family protein
CM004357.2	5473484		
CM004357.2	68391220	gene:Zm00001d024378	Probable xyloglucan endotransglucosylase/hydrolase protein 21
CM004352.2	177700550	gene:Zm00001d016846	null
CM004351.2	172005029	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004355.2	164510402	gene:Zm00001d011855	Probable ADP-ribosylation factor GTPase-activating protein AGD11
CM004356.2	11465268	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004357.2	133443668	gene:Zm00001d025953	Putative GATA transcription factor family protein
CM004357.2	127138043	gene:Zm00001d025734	null
CM004353.2	108467529	gene:Zm00001d037087	UDP-glucuronate 4-epimerase 1
CM004357.2	138699806	gene:Zm00001d026178	Probable aquaporin TIP5-1
CM004348.2	231814094	gene:Zm00001d032547	Expressed protein%3B  protein
CM004348.2	231814095	gene:Zm00001d032547	Expressed protein%3B  protein
CM004357.2	141383968		
CM004349.2	234597099	gene:Zm00001d007573	CDK5RAP1-like protein
CM004356.2	145520891	gene:Zm00001d047855	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
CM004356.2	11460902	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004356.2	11461290	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004351.2	3663095	gene:Zm00001d048769	Sterile alpha motif (SAM) domain-containing protein
CM004349.2	235131712	gene:Zm00001d007594	Peptidyl-prolyl cis-trans isomerase CYP23
CM004357.2	141383970		
CM004349.2	6895523	gene:Zm00001d002163	Diacylglycerol kinase 5
CM004349.2	98516415		
CM004354.2	148364185	gene:Zm00001d021363	SNARE associated Golgi protein family
CM004357.2	142043204	gene:Zm00001d026337	Starch synthase IIIb-1
CM004352.2	20852985	gene:Zm00001d013804	Probable beta-13-galactosyltransferase 4
CM004357.2	143459280	gene:Zm00001d026405	Glutamyl-tRNA reductase
CM004348.2	62624715	gene:Zm00001d029209	Phosphatidylinositol 4-phosphate 5-kinase 6
CM004349.2	6898419	gene:Zm00001d002163	Diacylglycerol kinase 5
CM004350.2	226401410	gene:Zm00001d044185	Calcium-dependent protein kinase 3
CM004350.2	223698846	gene:Zm00001d044088	Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2
CM004350.2	226495291	gene:Zm00001d044186	null
CM004355.2	120336602	gene:Zm00001d010558	Protein NETWORKED 2D
CM004353.2	136461173	gene:Zm00001d037816	C4-dicarboxylate transporter/malic acid transport protein isoform 1%253B C4-dicarboxylate transporter/malic acid transport protein isoform 2
CM004357.2	144919131	gene:Zm00001d026489	OSJNBb0022F16.11 protein%3B  protein
CM004352.2	19887877	gene:Zm00001d013778	Lysine--tRNA ligase
CM004357.2	133859303	gene:Zm00001d025964	Putative homeobox DNA-binding and leucine zipper domain family protein
CM004357.2	141166872	gene:Zm00001d026285	OSJNBa0070C17.17 protein%3B  protein
CM004352.2	19890180	gene:Zm00001d013778	Lysine--tRNA ligase
CM004354.2	133630303		
CM004357.2	141383763		
CM004353.2	162803986	gene:Zm00001d038832	Histone deacetylase HDT3
CM004351.2	172006681	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004352.2	182367574	gene:Zm00001d017034	Fimbrin-1
CM004351.2	172006784	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004352.2	24740706	gene:Zm00001d013919	Tetratricopeptide repeat (TPR)-like superfamily protein
CM004350.2	195827224	gene:Zm00001d043278	Protein UPSTREAM OF FLC
CM004355.2	22323709		
CM004354.2	176275823	gene:Zm00001d022504	Sodium/hydrogen exchanger
CM004356.2	11460580	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004353.2	161269177		
CM004353.2	167228714	gene:Zm00001d039071	Cupredoxin superfamily protein
CM004353.2	104186523	gene:Zm00001d036968	Probable phospholipid-transporting ATPase 7
CM004348.2	231814066	gene:Zm00001d032547	Expressed protein%3B  protein
CM004351.2	185823003	gene:Zm00001d052108	UMP-CMP kinase family protein%253B UMP-CMP kinase family protein isoform 1%253B UMP-CMP kinase family protein isoform 2%253B UMP-CMP kinase family protein isoform 3%253B UMP-CMP kinase family protein isoform 4
CM004348.2	134317272		
CM004350.2	220917648	gene:Zm00001d043992	bZIP transcription factor1
CM004353.2	165641759		
CM004352.2	63813823	gene:Zm00001d014782	Endoglucanase 2
CM004348.2	134137219		
CM004352.2	179392570		
CM004350.2	220286389	gene:Zm00001d043970	null
CM004353.2	167529205	gene:Zm00001d039094	3-ketoacyl-CoA synthase
CM004350.2	26300634		
CM004353.2	161617288	gene:Zm00001d038772	CCCH transcription factor%253B CCCH transcription factor isoform 1%253B CCCH transcription factor isoform 2
CM004353.2	161219806	gene:Zm00001d038753	Ubiquitin domain-containing protein
CM004349.2	235306801	gene:Zm00001d007600	Thioredoxin domain-containing protein PLP3B
CM004354.2	171403977	gene:Zm00001d022182	alpha/beta-Hydrolases superfamily protein
CM004356.2	6098998	gene:Zm00001d044863	null
CM004351.2	246855380		
CM004352.2	19887875	gene:Zm00001d013778	Lysine--tRNA ligase
CM004352.2	19892720	gene:Zm00001d013778	Lysine--tRNA ligase
CM004351.2	15702940		
CM004350.2	18840077	gene:Zm00001d039878	null
CM004354.2	171403982	gene:Zm00001d022182	alpha/beta-Hydrolases superfamily protein
CM004348.2	231815210	gene:Zm00001d032547	Expressed protein%3B  protein
CM004356.2	141509735	gene:Zm00001d047699	U2 small nuclear ribonucleoprotein B''
CM004350.2	18716396	gene:Zm00001d039870	RHOMBOID-like protein 1
CM004353.2	161230930	gene:Zm00001d038754	ER lumen protein retaining receptor
CM004353.2	161268985		
CM004351.2	15702936		
CM004357.2	57875007		
CM004349.2	163059334	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004357.2	143654270	gene:Zm00001d026425	RNA-binding (RRM/RBD/RNP motifs) family protein
CM004353.2	143917220	gene:Zm00001d038067	null
CM004356.2	145520255	gene:Zm00001d047855	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
CM004355.2	171347566	gene:Zm00001d012199	CLP protease regulatory subunit CLPX3 mitochondrial
CM004350.2	223846934	gene:Zm00001d044093	CASP-like protein 4U1
CM004356.2	158867705	gene:Zm00001d048413	Peroxidase 60
CM004350.2	211911524	gene:Zm00001d043701	IAA-amino acid hydrolase ILR1-like 4
CM004353.2	136460670	gene:Zm00001d037816	C4-dicarboxylate transporter/malic acid transport protein isoform 1%253B C4-dicarboxylate transporter/malic acid transport protein isoform 2
CM004352.2	216647105	gene:Zm00001d018303	Phosphoinositide phosphatase SAC2
CM004349.2	163059533	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004349.2	163061429	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004350.2	211911526	gene:Zm00001d043701	IAA-amino acid hydrolase ILR1-like 4
CM004357.2	7736016	gene:Zm00001d023513	exocyst subunit exo70 family protein C1
CM004356.2	11461287	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004350.2	211911525	gene:Zm00001d043701	IAA-amino acid hydrolase ILR1-like 4
CM004355.2	177417761	gene:Zm00001d012532	null
CM004348.2	134137221		
CM004348.2	195757694	gene:Zm00001d031588	null
CM004348.2	75753231		
CM004357.2	135442102	gene:Zm00001d026042	Probable purine permease 11
CM004353.2	162803695	gene:Zm00001d038832	Histone deacetylase HDT3
CM004357.2	130617061	gene:Zm00001d025824	Putative lung seven transmembrane receptor family protein
CM004353.2	161026268	gene:Zm00001d038745	SNF1-related protein kinase catalytic subunit alpha KIN10
CM004350.2	195826963	gene:Zm00001d043278	Protein UPSTREAM OF FLC
CM004352.2	182378201	gene:Zm00001d017034	Fimbrin-1
CM004348.2	62624725	gene:Zm00001d029209	Phosphatidylinositol 4-phosphate 5-kinase 6
CM004357.2	138241031	gene:Zm00001d026153	SPT2 chromatin protein
CM004357.2	138242936	gene:Zm00001d026153	SPT2 chromatin protein
CM004356.2	159532433	gene:Zm00001d048440	Beta-galactosidase 5
CM004349.2	163059532	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004357.2	142854540	gene:Zm00001d026381	Nuclear protein-like%3B  protein
CM004350.2	178384061	gene:Zm00001d042692	Protein TRANSPARENT TESTA 12
CM004348.2	303072895	gene:Zm00001d034668	Chaperone DnaJ-domain superfamily protein
CM004355.2	17138477	gene:Zm00001d008691	Autophagy-related protein 18c
CM004353.2	165603124		
CM004350.2	218880059	gene:Zm00001d043929	Fasciclin-like arabinogalactan protein 6
CM004357.2	142043205	gene:Zm00001d026337	Starch synthase IIIb-1
CM004357.2	138248900	gene:Zm00001d026154	Glutathione peroxidase
CM004352.2	210435215	gene:Zm00001d001903	Carboxylesterase SOBER1
CM004357.2	142596955	gene:Zm00001d026363	Probable protein phosphatase 2C 9
CM004350.2	220295677	gene:Zm00001d043972	50S ribosomal protein L12-1
CM004351.2	172006791	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004351.2	184175793	gene:Zm00001d052067	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
CM004357.2	140598996	gene:Zm00001d026257	Mannosyl-oligosaccharide 12-alpha-mannosidase MNS1
CM004355.2	27821204	gene:Zm00001d008974	Mitochondrial arginine transporter BAC2
CM004350.2	219659622	gene:Zm00001d043955	Eukaryotic translation initiation factor 3 subunit D
CM004357.2	133443655	gene:Zm00001d025953	Putative GATA transcription factor family protein
CM004357.2	141562344	gene:Zm00001d026305	Nuclear transcription factor Y subunit A-8
CM004351.2	172004832	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004355.2	120336775	gene:Zm00001d010558	Protein NETWORKED 2D
CM004350.2	26286921		
CM004357.2	136991938	gene:Zm00001d026097	Transcription factor bHLH157
CM004353.2	161269228		
CM004353.2	161269042		
CM004357.2	144133869	gene:Zm00001d026447	Dehydration responsive element binding protein%253B Putative AP2/EREBP transcription factor superfamily protein
CM004349.2	98516377		
CM004348.2	62886802	gene:Zm00001d029215	Villin-2
CM004357.2	127138045	gene:Zm00001d025734	null
CM004355.2	17135839	gene:Zm00001d008691	Autophagy-related protein 18c
CM004354.2	176407802	gene:Zm00001d022501	Inactive beta-amylase 9
CM004350.2	220916268	gene:Zm00001d043992	bZIP transcription factor1
CM004353.2	163606878	gene:Zm00001d038860	AT5g56980/MHM17_10
CM004350.2	26305925		
CM004348.2	231814071	gene:Zm00001d032547	Expressed protein%3B  protein
CM004353.2	108468941		
CM004353.2	93487754	gene:Zm00001d036672	Clathrin assembly protein
CM004348.2	231815054	gene:Zm00001d032547	Expressed protein%3B  protein
CM004348.2	134224509		
CM004350.2	219837266	gene:Zm00001d043962	GBF-interacting protein 1
CM004357.2	141204448	gene:Zm00001d026287	UDP-N-acetylglucosamine diphosphorylase 2
CM004350.2	223314194	gene:Zm00001d044060	Plastidic ATP/ADP-transporter
CM004357.2	133443651	gene:Zm00001d025953	Putative GATA transcription factor family protein
CM004352.2	19355539	gene:Zm00001d013757	DEK domain-containing chromatin associated protein
CM004357.2	134990371	gene:Zm00001d026018	calcium dependent protein kinase4
CM004357.2	142043130	gene:Zm00001d026337	Starch synthase IIIb-1
CM004354.2	133629378	gene:Zm00001d020839	null
CM004357.2	135249981	gene:Zm00001d026030	Cyclin-T1-5
CM004356.2	17965004	gene:Zm00001d045270	Atpob1
CM004350.2	178384059	gene:Zm00001d042692	Protein TRANSPARENT TESTA 12
CM004355.2	5401635	gene:Zm00001d008340	alpha/beta-Hydrolases superfamily protein
CM004348.2	231815021	gene:Zm00001d032547	Expressed protein%3B  protein
CM004349.2	1183172	gene:Zm00001d001807	null
CM004351.2	172006632	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004353.2	163606203	gene:Zm00001d038860	AT5g56980/MHM17_10
CM004349.2	13091209	gene:Zm00001d002458	Gamma-soluble NSF attachment protein
CM004357.2	144178016	gene:Zm00001d026451	myosin heavy chain-related
CM004355.2	167752599	gene:Zm00001d012007	CBS domain-containing protein CBSCBSPB1
CM004356.2	141510708	gene:Zm00001d047699	U2 small nuclear ribonucleoprotein B''
CM004349.2	234598661	gene:Zm00001d007573	CDK5RAP1-like protein
CM004348.2	195757668	gene:Zm00001d031588	null
CM004351.2	3719256	gene:Zm00001d048774	Putative polyol transporter 1
CM004352.2	219666199	gene:Zm00001d018443	Ankyrin repeat family protein
CM004350.2	224979875	gene:Zm00001d044136	Glycerol-3-phosphate acyltransferase 1
CM004349.2	46926408	gene:Zm00001d003531	Glutamate decarboxylase
CM004348.2	134137216		
CM004357.2	144134389	gene:Zm00001d026447	Dehydration responsive element binding protein%253B Putative AP2/EREBP transcription factor superfamily protein
CM004356.2	122224054	gene:Zm00001d047135	Expansin-B9
CM004357.2	101026454		
CM004353.2	163606799	gene:Zm00001d038860	AT5g56980/MHM17_10
CM004350.2	220295680	gene:Zm00001d043972	50S ribosomal protein L12-1
CM004352.2	82900353	gene:Zm00001d015279	Probable protein phosphatase 2C 59
CM004350.2	26302259		
CM004357.2	142640254	gene:Zm00001d026369	Anthocyanidin reductase
CM004348.2	134137215		
CM004350.2	26302413		
CM004353.2	136460741	gene:Zm00001d037816	C4-dicarboxylate transporter/malic acid transport protein isoform 1%253B C4-dicarboxylate transporter/malic acid transport protein isoform 2
CM004350.2	223316650	gene:Zm00001d044061	F-box domain containing protein
CM004354.2	158010765	gene:Zm00001d021661	Brittle stalk-2-like protein 5
CM004357.2	140747510	gene:Zm00001d026265	26S proteasome non-ATPase regulatory subunit 1 homolog B
CM004352.2	19890147	gene:Zm00001d013778	Lysine--tRNA ligase
CM004353.2	93487994	gene:Zm00001d036672	Clathrin assembly protein
CM004353.2	136460739	gene:Zm00001d037816	C4-dicarboxylate transporter/malic acid transport protein isoform 1%253B C4-dicarboxylate transporter/malic acid transport protein isoform 2
CM004357.2	144917930		
CM004353.2	163606295	gene:Zm00001d038860	AT5g56980/MHM17_10
CM004350.2	222202306		
CM004355.2	167752619	gene:Zm00001d012007	CBS domain-containing protein CBSCBSPB1
CM004348.2	62620960	gene:Zm00001d029209	Phosphatidylinositol 4-phosphate 5-kinase 6
CM004355.2	167752617	gene:Zm00001d012007	CBS domain-containing protein CBSCBSPB1
CM004351.2	117698761		
CM004357.2	138248898	gene:Zm00001d026154	Glutathione peroxidase
CM004357.2	136991228	gene:Zm00001d026097	Transcription factor bHLH157
CM004351.2	246855373		
CM004349.2	1183171	gene:Zm00001d001807	null
CM004357.2	140488439	gene:Zm00001d026253	Calcium-transporting ATPase 9 plasma membrane-type
CM004353.2	165641945		
CM004357.2	141359628	gene:Zm00001d026293	Gamma-aminobutyrate transaminase POP2 mitochondrial
CM004349.2	234947604	gene:Zm00001d007585	Centromere/kinetochore protein zw10 homolog
CM004350.2	26302228		
CM004356.2	159532453	gene:Zm00001d048440	Beta-galactosidase 5
CM004352.2	20852950	gene:Zm00001d013804	Probable beta-13-galactosyltransferase 4
CM004351.2	251455534	gene:Zm00001d053961	Probable xyloglucan endotransglucosylase/hydrolase protein 30
CM004350.2	223687456	gene:Zm00001d044088	Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2
CM004353.2	99213713	gene:Zm00001d036832	null
CM004349.2	163059689	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004348.2	231815240	gene:Zm00001d032547	Expressed protein%3B  protein
CM004349.2	233403156	gene:Zm00001d007522	ETO1-like protein 1
CM004350.2	220628922	gene:Zm00001d043981	Exosome complex exonuclease RRP40
CM004349.2	207674790	gene:Zm00001d006447	GTPase activating protein
CM004350.2	220916310	gene:Zm00001d043992	bZIP transcription factor1
CM004351.2	172006650	gene:Zm00001d051672	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
CM004352.2	178724152	gene:Zm00001d016879	Probable protein kinase
CM004353.2	143917688	gene:Zm00001d038067	null
CM004349.2	233142146	gene:Zm00001d007503	Myosin-binding protein 7
CM004357.2	142038513	gene:Zm00001d026337	Starch synthase IIIb-1
CM004356.2	6099092	gene:Zm00001d044863	null
CM004357.2	136991221	gene:Zm00001d026097	Transcription factor bHLH157
CM004354.2	133630254	gene:Zm00001d020839	null
CM004355.2	3015905	gene:Zm00001d008265	Protein kinase superfamily protein
CM004350.2	221950192	gene:Zm00001d044024	ustilago maydis induced8
CM004357.2	140751227	gene:Zm00001d026265	26S proteasome non-ATPase regulatory subunit 1 homolog B
CM004357.2	141383714		
CM004352.2	177700651	gene:Zm00001d016846	null
CM004350.2	219659521	gene:Zm00001d043955	Eukaryotic translation initiation factor 3 subunit D
CM004349.2	212062866	gene:Zm00001d006628	Protein TIME FOR COFFEE
CM004348.2	62883806	gene:Zm00001d029215	Villin-2
CM004350.2	224344663	gene:Zm00001d044106	UDP-glycosyltransferase 73B3
CM004350.2	226402658	gene:Zm00001d044185	Calcium-dependent protein kinase 3
CM004357.2	133859340	gene:Zm00001d025964	Putative homeobox DNA-binding and leucine zipper domain family protein
CM004349.2	241953891	gene:Zm00001d042594	Anthocyanidin reductase
CM004349.2	163059120	gene:Zm00001d005189	Cadmium/zinc-transporting ATPase HMA2
CM004357.2	138241025	gene:Zm00001d026153	SPT2 chromatin protein
CM004348.2	52400293	gene:Zm00001d028926	Alkaline/neutral invertase A mitochondrial
CM004355.2	171347108	gene:Zm00001d012199	CLP protease regulatory subunit CLPX3 mitochondrial
CM004352.2	19660309	gene:Zm00001d013767	Guanine nucleotide-binding protein-like NSN1
CM004356.2	11460598	gene:Zm00001d045041	Phosphoinositide phosphatase SAC2
CM004356.2	141510691	gene:Zm00001d047699	U2 small nuclear ribonucleoprotein B''
CM004357.2	135442740	gene:Zm00001d026042	Probable purine permease 11
CM004352.2	4902766	gene:Zm00001d013107	E3 ubiquitin-protein ligase RHF2A
CM004348.2	134137225		
CM004357.2	141500094	gene:Zm00001d026302	OSJNBa0008M17.14 protein%3B  protein
CM004351.2	3663875	gene:Zm00001d048769	Sterile alpha motif (SAM) domain-containing protein
CM004348.2	63379837	gene:Zm00001d029235	Probable galacturonosyltransferase-like 4
CM004349.2	46926411	gene:Zm00001d003531	Glutamate decarboxylase
CM004357.2	142043262	gene:Zm00001d026337	Starch synthase IIIb-1
CM004349.2	241953895	gene:Zm00001d042594	Anthocyanidin reductase
CM004350.2	37331978	gene:Zm00001d040297	Rapid alkalinization factor 1
CM004353.2	167673231	gene:Zm00001d039105	Putative MAP kinase family protein
CM004349.2	185690276	gene:Zm00001d005735	Protein kinase superfamily protein
CM004352.2	220042968	gene:Zm00001d018461	Thioredoxin
CM004350.2	225332031	gene:Zm00001d044144	CTD-phosphatase-like protein
CM004350.2	172579809	gene:Zm00001d042551	Integrin-linked protein kinase family
CM004349.2	63429727	gene:Zm00001d003852	Inhibitor of apoptosis-like protein
CM004350.2	26300612		
CM004356.2	159532672	gene:Zm00001d048440	Beta-galactosidase 5
CM004348.2	30116500	gene:Zm00001d028293	Heptahelical transmembrane protein 5
CM004352.2	82900334	gene:Zm00001d015279	Probable protein phosphatase 2C 59
CM004349.2	6895472	gene:Zm00001d002163	Diacylglycerol kinase 5
CM004350.2	62288185	gene:Zm00001d040735	Alkaline/neutral invertase A mitochondrial
CM004349.2	1183140	gene:Zm00001d001807	null
CM004352.2	178724143	gene:Zm00001d016879	Probable protein kinase
CM004353.2	162091877	gene:Zm00001d038804	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A
CM004357.2	141016467		
CM004350.2	219838909	gene:Zm00001d043962	GBF-interacting protein 1
CM004348.2	195757656	gene:Zm00001d031588	null
CM004349.2	212062863	gene:Zm00001d006628	Protein TIME FOR COFFEE
CM004350.2	18716974	gene:Zm00001d039870	RHOMBOID-like protein 1
CM004357.2	133443635	gene:Zm00001d025953	Putative GATA transcription factor family protein
CM004353.2	161269340		
CM004357.2	134180752	gene:Zm00001d025981	RNA-binding (RRM/RBD/RNP motifs) family protein
CM004350.2	219659683	gene:Zm00001d043955	Eukaryotic translation initiation factor 3 subunit D
CM004352.2	182369766	gene:Zm00001d017034	Fimbrin-1
CM004349.2	212062862	gene:Zm00001d006628	Protein TIME FOR COFFEE
